player_id,número,nombre y apellido,posicion,edad,fecha de nacimiento,pie,pais de orígen,altura,valor,club anterior
20681,3,Clemente Rodríguez,Lateral izquierdo,22,31/07/1981,Izquierdo,Argentina,167.0,N/A,Club Estudiantes de La Plata
42943,36,Mikael Yourassowsky,Lateral izquierdo,21,26/02/1983,Izquierdo,Bélgica,179.0,N/A,Boca Juniors U20
19944,30,Joel Barbosa,Lateral derecho,21,15/01/1983,Derecho,Argentina,180.0,N/A,Boca Juniors U20
19975,4,Pablo Jerez,Lateral derecho,20,26/07/1983,Derecho,Argentina,174.0,N/A,Boca Juniors U20
19951,15,José Calvo,Lateral derecho,22,15/07/1981,Derecho,Argentina,176.0,N/A,Boca Juniors U20
55993,33,Pablo Álvarez,Lateral derecho,20,17/04/1984,Derecho,Argentina,177.0,N/A,Boca Juniors U20
19957,22,Raúl Cascini,Pivote,33,07/04/1971,Derecho,Argentina,173.0,N/A,Club Estudiantes de La Plata
15646,5,Sebastián Battaglia,Pivote,23,08/11/1980,Derecho,Argentina,180.0,N/A,Villarreal CF
19954,26,Héctor Carballo,Pivote,24,14/03/1980,,Argentina,182.0,N/A,Villarreal CF
19976,14,Pablo Ledesma,Mediocentro,20,04/02/1984,Derecho,Argentina,178.0,N/A,Calcio Catania
20006,16,Fabián Vargas,Mediocentro,24,17/04/1980,Derecho,Colombia,178.0,N/A,CD América de Cali
55961,33,Víctor Ormazabal,Mediocentro,19,02/04/1985,Derecho,Argentina,179.0,N/A,Boca Juniors U20
19950,8,Diego Cagna,Interior derecho,34,19/04/1970,Derecho,Argentina,182.0,N/A,Villarreal CF
20832,20,Javier Villarreal,Interior derecho,25,01/03/1979,Derecho,Argentina,175.0,N/A,CA Talleres
5787,-,Andrés Guglielminpietro,Interior izquierdo,30,10/04/1974,indeterminado,Argentina,0.0,N/A,Inter de Milán
28753,32,Juan Pablo Caffa,Interior izquierdo,19,30/09/1984,Izquierdo,Argentina,184.0,N/A,Boca Juniors U20
19996,-,Cristian Ríos,Mediocentro ofensivo,23,18/07/1980,Izquierdo,Argentina,174.0,N/A,Independiente Medellín
29613,-,Carlos Marinelli,Mediocentro ofensivo,22,14/03/1982,Izquierdo,Argentina,179.0,N/A,Middlesbrough FC
19967,18,Matías Donnet,Mediocentro ofensivo,24,18/04/1980,Derecho,Argentina,173.0,N/A,CA Unión (Santa Fe)
27674,19,César La Paglia,Mediocentro ofensivo,25,25/02/1979,Derecho,Argentina,175.0,N/A,AA Argentinos Juniors
19955,23,Neri Cardozo,Mediocentro ofensivo,17,08/08/1986,Derecho,Argentina,172.0,N/A,Boca Juniors U20
30919,24,Miguel Caneo,Mediocentro ofensivo,21,17/03/1983,Derecho,Argentina,175.0,N/A,Boca Juniors U20
19969,17,Raúl Estévez,Extremo derecho,26,21/01/1978,Derecho,Argentina,172.0,N/A,CA San Lorenzo de Almagro
19959,-,Ariel Cólzera,Mediapunta,18,15/04/1986,Derecho,Argentina,174.0,N/A,CA San Lorenzo de Almagro
19953,21,Franco Cángele,Mediapunta,19,16/07/1984,Izquierdo,Argentina,179.0,N/A,Sin equipo
3412,-,Martín Palermo,Delantero centro,30,07/11/1973,Izquierdo,Argentina,188.0,N/A,Real Betis Balompié
19956,-,Ariel Carreño,Delantero centro,25,04/03/1979,Derecho,Argentina,178.0,N/A,Boca Juniors U20
3414,7,Guillermo Barros Schelotto,Delantero centro,31,04/05/1973,Derecho,Argentina,171.0,N/A,Club de Gimnasia y Esgrima La Plata
4276,9,Carlos Tevez,Delantero centro,20,05/02/1984,Derecho,Argentina,171.0,N/A,Shanghai Greenland Shenhua
16937,10,Iarley,Delantero centro,30,29/03/1974,Derecho,Brasil,170.0,N/A,Paysandu SC
24463,11,Roberto Colautti,Delantero centro,22,24/05/1982,indeterminado,Israel,0.0,N/A,Boca Juniors U20
2875,29,Antonio Barijho,Delantero centro,27,18/03/1977,Izquierdo,Argentina,187.0,N/A,CA Huracán
40822,34,Mauro Boselli,Delantero centro,19,22/05/1985,Derecho,Argentina,181.0,N/A,CA Boca Juniors II
