player_id,nombre_jugador,valuation_amount,valuation_date,age_at_valuation,club_id,club_nombre
3310,Nicky Weaver,700000,2004-10-04,25,281,Manchester City
3310,Nicky Weaver,1500000,2006-08-06,27,281,Manchester City
3310,Nicky Weaver,2000000,2007-05-03,28,281,Manchester City
3310,Nicky Weaver,1500000,2009-01-06,29,358,Charlton Athletic
3310,Nicky Weaver,1500000,2009-09-28,30,1519,Dundee United FC
3310,Nicky Weaver,750000,2010-01-27,30,1132,Burnley FC
3310,Nicky Weaver,250000,2013-03-02,34,1035,Sheffield Wednesday
3310,Nicky Weaver,250000,2013-10-08,34,370,Aberdeen FC
3310,Nicky Weaver,250000,2014-02-13,34,370,Aberdeen FC
3310,Nicky Weaver,0,2014-07-01,35,123,Club 123
3804,Carlo Nash,250000,2004-10-04,31,641,Middlesbrough FC
3804,Carlo Nash,350000,2005-04-11,31,466,Preston North End
3804,Carlo Nash,500000,2006-10-19,33,466,Preston North End
3804,Carlo Nash,800000,2007-07-29,33,1071,Wigan Athletic
3804,Carlo Nash,300000,2008-01-15,34,1071,Wigan Athletic
3804,Carlo Nash,250000,2010-01-24,36,29,Everton FC
3804,Carlo Nash,250000,2010-08-13,36,512,Stoke City
3804,Carlo Nash,250000,2011-02-01,37,512,Stoke City
3804,Carlo Nash,250000,2011-08-08,37,512,Stoke City
3804,Carlo Nash,250000,2012-02-06,38,512,Stoke City
3804,Carlo Nash,250000,2012-06-24,38,512,Stoke City
3804,Carlo Nash,250000,2013-01-28,39,512,Stoke City
3804,Carlo Nash,250000,2013-07-02,39,512,Stoke City
3804,Carlo Nash,250000,2014-01-15,40,1123,Norwich City
3804,Carlo Nash,0,2014-07-01,40,123,Club 123
3466,Kevin Stuhr-Ellegaard,1500000,2004-10-04,21,281,Manchester City
3466,Kevin Stuhr-Ellegaard,900000,2005-08-11,22,44,Hertha Berlín
3466,Kevin Stuhr-Ellegaard,400000,2005-11-07,22,44,Hertha Berlín
3466,Kevin Stuhr-Ellegaard,800000,2008-02-20,24,5724,Randers FC
3466,Kevin Stuhr-Ellegaard,950000,2008-10-16,25,5724,Randers FC
3466,Kevin Stuhr-Ellegaard,1250000,2008-12-16,25,5724,Randers FC
3466,Kevin Stuhr-Ellegaard,1000000,2009-10-19,26,5724,Randers FC
3466,Kevin Stuhr-Ellegaard,1250000,2010-05-28,27,5724,Randers FC
3466,Kevin Stuhr-Ellegaard,1000000,2011-06-28,28,306,SC Heerenveen
3466,Kevin Stuhr-Ellegaard,1000000,2012-03-19,28,1101,IF Elfsborg
3466,Kevin Stuhr-Ellegaard,750000,2012-09-23,29,1101,IF Elfsborg
3466,Kevin Stuhr-Ellegaard,900000,2013-06-05,30,1101,IF Elfsborg
3466,Kevin Stuhr-Ellegaard,800000,2014-06-24,31,1101,IF Elfsborg
3466,Kevin Stuhr-Ellegaard,800000,2015-04-11,31,1101,IF Elfsborg
