player_id,nombre_jugador,valuation_amount,valuation_date,age_at_valuation,club_id,club_nombre
982633,Leandro Brey,25000,2022-02-08,19,189,CA Boca Juniors
982633,Leandro Brey,75000,2022-05-24,19,189,CA Boca Juniors
982633,Leandro Brey,200000,2022-10-26,20,189,CA Boca Juniors
982633,Leandro Brey,200000,2023-07-04,20,189,CA Boca Juniors
982633,Leandro Brey,400000,2023-12-19,21,189,CA Boca Juniors
982633,Leandro Brey,1000000,2024-06-12,21,189,CA Boca Juniors
982633,Leandro Brey,2000000,2024-12-13,22,189,CA Boca Juniors
982633,Leandro Brey,1500000,2025-06-02,22,189,CA Boca Juniors
982633,Leandro Brey,1300000,2025-12-17,23,189,CA Boca Juniors
54534,Agustín Marchesín,50000,2007-10-10,19,14835,CA Lanús II
54534,Agustín Marchesín,250000,2008-09-03,20,333,CA Lanús
54534,Agustín Marchesín,250000,2008-12-20,20,333,CA Lanús
54534,Agustín Marchesín,300000,2009-05-14,21,333,CA Lanús
54534,Agustín Marchesín,300000,2009-10-06,21,333,CA Lanús
54534,Agustín Marchesín,500000,2010-01-21,21,333,CA Lanús
54534,Agustín Marchesín,800000,2010-04-20,22,333,CA Lanús
54534,Agustín Marchesín,1200000,2010-09-21,22,333,CA Lanús
54534,Agustín Marchesín,1200000,2011-01-01,22,333,CA Lanús
54534,Agustín Marchesín,1200000,2011-06-30,23,333,CA Lanús
54534,Agustín Marchesín,2500000,2011-12-23,23,333,CA Lanús
54534,Agustín Marchesín,2800000,2015-10-01,27,1403,Santos Laguna
54534,Agustín Marchesín,2800000,2016-08-04,28,1403,Santos Laguna
54534,Agustín Marchesín,2800000,2016-12-16,28,1403,Santos Laguna
54534,Agustín Marchesín,3500000,2017-07-31,29,3631,CF América
54534,Agustín Marchesín,3500000,2018-04-10,30,3631,CF América
54534,Agustín Marchesín,3500000,2018-08-23,30,3631,CF América
54534,Agustín Marchesín,4500000,2019-02-08,30,3631,CF América
54534,Agustín Marchesín,7200000,2019-10-11,31,720,FC Oporto
54534,Agustín Marchesín,8500000,2019-12-30,31,720,FC Oporto
54534,Agustín Marchesín,6800000,2020-04-08,32,720,FC Oporto
54534,Agustín Marchesín,7500000,2020-08-17,32,720,FC Oporto
54534,Agustín Marchesín,9000000,2021-01-28,32,720,FC Oporto
54534,Agustín Marchesín,9000000,2021-05-21,33,720,FC Oporto
54534,Agustín Marchesín,6000000,2021-12-27,33,720,FC Oporto
54534,Agustín Marchesín,4000000,2022-05-31,34,720,FC Oporto
54534,Agustín Marchesín,3000000,2022-11-07,34,940,RC Celta de Vigo
54534,Agustín Marchesín,2000000,2023-06-13,35,940,RC Celta de Vigo
54534,Agustín Marchesín,1500000,2023-10-13,35,940,RC Celta de Vigo
54534,Agustín Marchesín,1000000,2023-12-22,35,940,RC Celta de Vigo
54534,Agustín Marchesín,1000000,2024-03-28,36,210,Grêmio Foot-Ball Porto Alegrense
54534,Agustín Marchesín,800000,2024-06-17,36,210,Grêmio Foot-Ball Porto Alegrense
54534,Agustín Marchesín,700000,2024-12-09,36,210,Grêmio Foot-Ball Porto Alegrense
54534,Agustín Marchesín,700000,2025-06-02,37,189,CA Boca Juniors
54534,Agustín Marchesín,700000,2025-12-17,37,189,CA Boca Juniors
7966,Javier García,50000,2004-10-04,17,0,Sin Club / Desconocido
7966,Javier García,125000,2007-10-01,20,0,Sin Club / Desconocido
7966,Javier García,250000,2008-08-25,21,189,CA Boca Juniors
7966,Javier García,900000,2008-12-20,21,189,CA Boca Juniors
7966,Javier García,900000,2009-05-14,22,189,CA Boca Juniors
7966,Javier García,800000,2009-10-06,22,189,CA Boca Juniors
7966,Javier García,700000,2010-01-21,22,189,CA Boca Juniors
7966,Javier García,500000,2010-10-05,23,189,CA Boca Juniors
7966,Javier García,700000,2011-01-01,23,189,CA Boca Juniors
7966,Javier García,500000,2011-06-28,24,189,CA Boca Juniors
7966,Javier García,750000,2012-08-02,25,11831,CA Tigre
7966,Javier García,600000,2013-06-30,26,11831,CA Tigre
7966,Javier García,750000,2015-07-14,28,11831,CA Tigre
7966,Javier García,800000,2016-02-06,29,11831,CA Tigre
7966,Javier García,800000,2016-08-08,29,11831,CA Tigre
7966,Javier García,500000,2017-02-13,30,11831,CA Tigre
7966,Javier García,500000,2017-10-09,30,1444,Racing Club
7966,Javier García,500000,2018-05-08,31,1444,Racing Club
